externalSampleId bilirubin creatinine cholesterol glucose urea weight fat_weight
BL2476-1253 0.2 0.22 132 316 27 25.25 0.149201
BL2489-1217 0.5 0.19 86 304 18 22.69 0.157588
BL2489-1217 0.5 0.19 86 304 18 19.79 0.157588
BL2489-1217 0.5 0.19 86 304 18 22.61 0.157588
BL2489-1217 0.5 0.19 86 304 18 22.69 0.157588
BL2489-1229 0.4 0.23 115 372 22 27.71 0.165713
BL2489-1229 0.4 0.23 115 372 22 28 0.165713
BL2489-1229 0.4 0.23 115 372 22 30.03 0.165713
BL2489-1229 0.4 0.23 115 372 22 24.87 0.165713
BL2489-1229 0.4 0.23 115 372 22 30.03 0.165713
BL2496-1487 0.3 0.18 111 311 12 24.88 0.164508
BL2496-1487 0.3 0.18 111 311 12 24.7 0.164508
BL2496-1487 0.3 0.18 111 311 12 20.58 0.164508
BL2496-1487 0.3 0.18 111 311 12 20.58 0.164508
BL2515-1396 0.2 0.19 113 391 15 26.55 0.231275
BL2515-1396 0.2 0.19 113 391 15 21.44 0.231275
BL2515-1396 0.2 0.19 113 391 15 27.11 0.231275
BL2515-1396 0.2 0.19 113 391 15 21.44 0.231275
BL2515-1409 0.3 0.23 160 346 24 30.16 0.231945
BL2515-1409 0.3 0.23 160 346 24 26.9 0.231945
BL2515-1409 0.3 0.23 160 346 24 31.61 0.231945
BL2515-1409 0.3 0.23 160 346 24 31.61 0.231945
BL2515-1409 0.3 0.23 160 346 24 25.5 0.231945
BL2529-1324 0.2 0.19 117 284 23 27.88 0.215595
BL2529-1324 0.2 0.19 117 284 23 29.37 0.215595
BL2529-1324 0.2 0.19 117 284 23 22.28 0.215595
BL2529-1324 0.2 0.19 117 284 23 29.37 0.215595
BL2531-854 0.3 0.23 170 399 27 24.08 0.15193
BL2531-854 0.3 0.23 170 399 27 20.32 0.15193
BL2531-854 0.3 0.23 170 399 27 23.26 0.15193
BL2531-854 0.3 0.23 170 399 27 20.32 0.15193
BL2531-859 0.3 0.19 140 407 22 33.07 0.220481
BL2531-859 0.3 0.19 140 407 22 34.16 0.220481
BL2531-859 0.3 0.19 140 407 22 30.14 0.220481
BL2531-859 0.3 0.19 140 407 22 27.69 0.220481
BL2531-859 0.3 0.19 140 407 22 34.16 0.220481
BL2533-1527 0.5 0.26 142 425 19 26.41 0.261145
BL2533-1527 0.5 0.26 142 425 19 24.55 0.261145
BL2533-1527 0.5 0.26 142 425 19 26.41 0.261145
BL2533-1527 0.5 0.26 142 425 19 26.36 0.261145
BL2533-1528 0.6 0.24 154 426 22 22.65 0.196077
BL2533-1528 0.6 0.24 154 426 22 26.39 0.196077
BL2533-1528 0.6 0.24 154 426 22 26.98 0.196077
BL2533-1528 0.6 0.24 154 426 22 26.98 0.196077
BL2533-1528 0.6 0.24 154 426 22 24.92 0.196077
BL2535-1389 0.61 0.207 105.8 434.9 18 22.49 0.147295
BL2535-1389 0.61 0.207 105.8 434.9 18 22.87 0.147295
BL2535-1389 0.61 0.207 105.8 434.9 18 19.2 0.147295
BL2535-1389 0.61 0.207 105.8 434.9 18 22.49 0.147295
BL2535-1398 0.17 0.192 160.1 308.8 26 31.4 0.188938
BL2535-1398 0.17 0.192 160.1 308.8 26 31.03 0.188938
BL2535-1398 0.17 0.192 160.1 308.8 26 25.66 0.188938
BL2535-1398 0.17 0.192 160.1 308.8 26 30.91 0.188938
BL2535-1398 0.17 0.192 160.1 308.8 26 23.19 0.188938
BL2558-1429 0.7 0.16 122 342 18 25.63 0.184197
BL2558-1429 0.7 0.16 122 342 18 20.79 0.184197
BL2558-1429 0.7 0.16 122 342 18 20.79 0.184197
BL2558-1429 0.7 0.16 122 342 18 24.66 0.184197
BL2558-1445 0.2 0.17 155 406 23 26.58 0.257844
BL2558-1445 0.2 0.17 155 406 23 31.94 0.257844
BL2558-1445 0.2 0.17 155 406 23 27.85 0.257844
BL2558-1445 0.2 0.17 155 406 23 28.1 0.257844
BL2558-1445 0.2 0.17 155 406 23 31.06 0.257844
BL2874-1696 0.8 0.135 158.3 324.9 17 19.8 0.152522
BL2874-1696 0.8 0.135 158.3 324.9 17 23.58 0.152522
BL2874-1696 0.8 0.135 158.3 324.9 17 19.8 0.152522
BL2874-1696 0.8 0.135 158.3 324.9 17 24.37 0.152522
BL2928-1697 0.25 0.139 118.5 254.9 20 31.38 0.229671
BL2928-1697 0.25 0.139 118.5 254.9 20 31.65 0.229671
BL2928-1697 0.25 0.139 118.5 254.9 20 22.73 0.229671
BL2928-1697 0.25 0.139 118.5 254.9 20 22.73 0.229671
BL2928-1703 0.22 0.161 159.4 258.5 26 24.6 0.239295
BL2928-1703 0.22 0.161 159.4 258.5 26 33.29 0.239295
BL2928-1703 0.22 0.161 159.4 258.5 26 27.37 0.239295
BL2928-1703 0.22 0.161 159.4 258.5 26 34.35 0.239295
BL2928-1703 0.22 0.161 159.4 258.5 26 27.37 0.239295
BL2949-1602 0.18 0.261 115.4 464.3 18 21.61 0.125877
BL2949-1602 0.18 0.261 115.4 464.3 18 21.51 0.125877
BL2949-1602 0.18 0.261 115.4 464.3 18 18.57 0.125877
BL2949-1602 0.18 0.261 115.4 464.3 18 21.51 0.125877
BL2949-1626 0.23 0.239 121.1 347.8 30 24.53 0.151606
BL2949-1626 0.23 0.239 121.1 347.8 30 26.02 0.151606
BL2949-1626 0.23 0.239 121.1 347.8 30 19.24 0.151606
BL2949-1626 0.23 0.239 121.1 347.8 30 26.02 0.151606
BL2967-1806 0.19 0.213 127.8 264.2 20 23.02 0.169692
BL2967-1806 0.19 0.213 127.8 264.2 20 22.88 0.169692
BL2967-1806 0.19 0.213 127.8 264.2 20 23.02 0.169692
BL2967-1806 0.19 0.213 127.8 264.2 20 18.94 0.169692
BL2967-1808 0.22 0.198 147.1 230 23 22.36 0.182683
BL2967-1808 0.22 0.198 147.1 230 23 27.94 0.182683
BL2967-1808 0.22 0.198 147.1 230 23 27.13 0.182683
BL2967-1808 0.22 0.198 147.1 230 23 25.83 0.182683
BL2967-1808 0.22 0.198 147.1 230 23 27.94 0.182683
BL2967-1826 0.28 0.195 112.2 233.2 19 32.92 0.235491
BL2967-1826 0.28 0.195 112.2 233.2 19 29.2 0.235491
BL2967-1826 0.28 0.195 112.2 233.2 19 35.49 0.235491
BL2967-1826 0.28 0.195 112.2 233.2 19 34.75 0.235491
BL2967-1826 0.28 0.195 112.2 233.2 19 35.73 0.235491
BL2967-1827 0.34 0.239 109.4 300.1 18 31.43 0.148624
BL2967-1827 0.34 0.239 109.4 300.1 18 32 0.148624
BL2967-1827 0.34 0.239 109.4 300.1 18 25.81 0.148624
BL2967-1827 0.34 0.239 109.4 300.1 18 29.6 0.148624
BL2967-1827 0.34 0.239 109.4 300.1 18 31.17 0.148624
BL2970-1614 0.23 0.239 122.1 282.4 17 26.5 0.141267
BL2970-1614 0.23 0.239 122.1 282.4 17 21.14 0.141267
BL2970-1614 0.23 0.239 122.1 282.4 17 21.14 0.141267
BL2970-1614 0.23 0.239 122.1 282.4 17 25.25 0.141267
BL2970-1628 0.21 0.247 175.9 356.6 27 26.62 0.205232
BL2970-1628 0.21 0.247 175.9 356.6 27 31.82 0.205232
BL2970-1628 0.21 0.247 175.9 356.6 27 26.62 0.205232
BL2970-1628 0.21 0.247 175.9 356.6 27 28.47 0.205232
BL2970-1628 0.21 0.247 175.9 356.6 27 32.03 0.205232
BL2970-1650 0.19 0.241 118.3 365.4 18 25.72 0.194477
BL2970-1650 0.19 0.241 118.3 365.4 18 21.65 0.194477
BL2970-1650 0.19 0.241 118.3 365.4 18 26.07 0.194477
BL2970-1650 0.19 0.241 118.3 365.4 18 26.91 0.194477
BL3001-133 0.36 0.243 130.7 353.9 17 27.93 0.205185
BL3001-133 0.36 0.243 130.7 353.9 17 26.01 0.205185
BL3001-133 0.36 0.243 130.7 353.9 17 21.87 0.205185
BL3001-133 0.36 0.243 130.7 353.9 17 26.01 0.205185
BL3001-136 0.26 0.243 115.1 344.6 16 22.46 0.185934
BL3001-136 0.26 0.243 115.1 344.6 16 27.46 0.185934
BL3001-136 0.26 0.243 115.1 344.6 16 27.43 0.185934
BL3001-136 0.26 0.243 115.1 344.6 16 27.43 0.185934
BL3034-1564 0.25 0.247 107.7 372.1 18 20.94 0.151646
BL3034-1564 0.25 0.247 107.7 372.1 18 25.04 0.151646
BL3034-1564 0.25 0.247 107.7 372.1 18 25.74 0.151646
BL3034-1564 0.25 0.247 107.7 372.1 18 20.94 0.151646
BL3034-1583 0.23 0.261 153.7 306.3 29 29.81 0.105612
BL3034-1583 0.23 0.261 153.7 306.3 29 25.43 0.105612
BL3034-1583 0.23 0.261 153.7 306.3 29 27.5 0.105612
BL3034-1583 0.23 0.261 153.7 306.3 29 29.81 0.105612
BL3034-1583 0.23 0.261 153.7 306.3 29 28.9 0.105612
BL3070-1645 0.21 0.177 176.5 360.2 24 29.69 0.235706
BL3070-1645 0.21 0.177 176.5 360.2 24 26.93 0.235706
BL3070-1645 0.21 0.177 176.5 360.2 24 31.93 0.235706
BL3070-1645 0.21 0.177 176.5 360.2 24 33.57 0.235706
BL3070-1645 0.21 0.177 176.5 360.2 24 33.57 0.235706
BL3101-1738 0.2 0.22 157 397 19 31.07 0.198311
BL3101-1738 0.2 0.22 157 397 19 31.21 0.198311
BL3101-1738 0.2 0.22 157 397 19 31.21 0.198311
BL3101-1738 0.2 0.22 157 397 19 28.75 0.198311
BL3101-1738 0.2 0.22 157 397 19 27 0.198311
BL3102-1734 0.35 0.195 81.7 238.8 21 26.37 0.12133
BL3102-1734 0.35 0.195 81.7 238.8 21 26.37 0.12133
BL3102-1734 0.35 0.195 81.7 238.8 21 24.5 0.12133
BL3102-1734 0.35 0.195 81.7 238.8 21 21.99 0.12133
BL3129-109 0.18 0.161 104.6 292.8 13 25.95 0.176445
BL3129-109 0.18 0.161 104.6 292.8 13 26.6 0.176445
BL3129-109 0.18 0.161 104.6 292.8 13 22 0.176445
BL3129-109 0.18 0.161 104.6 292.8 13 27.06 0.176445
BL3129-112 0.23 0.175 131 317.8 15 25.69 0.198671
BL3129-112 0.23 0.175 131 317.8 15 24.4 0.198671
BL3129-112 0.23 0.175 131 317.8 15 25.77 0.198671
BL3129-112 0.23 0.175 131 317.8 15 20.39 0.198671
BL3129-116 0.33 0.168 73.9 245.1 12 27.18 0.179428
BL3129-116 0.33 0.168 73.9 245.1 12 26.02 0.179428
BL3129-116 0.33 0.168 73.9 245.1 12 26.02 0.179428
BL3129-116 0.33 0.168 73.9 245.1 12 21.95 0.179428
BL3129-121 0.26 0.204 161.3 414.3 24 31.54 0.191029
BL3129-121 0.26 0.204 161.3 414.3 24 31.07 0.191029
BL3129-121 0.26 0.204 161.3 414.3 24 29.47 0.191029
BL3129-121 0.26 0.204 161.3 414.3 24 32.36 0.191029
BL3129-121 0.26 0.204 161.3 414.3 24 26.19 0.191029
BL3131-1659 0.37 0.197 101.8 304.4 15 20.3 0.133469
BL3131-1659 0.37 0.197 101.8 304.4 15 20.56 0.133469
BL3131-1659 0.37 0.197 101.8 304.4 15 18.18 0.133469
BL3131-1659 0.37 0.197 101.8 304.4 15 20.3 0.133469
BL3131-1698 0.28 0.212 153.3 379.6 19 25.91 0.201195
BL3131-1698 0.28 0.212 153.3 379.6 19 25.91 0.201195
BL3131-1698 0.28 0.212 153.3 379.6 19 28.2 0.201195
BL3131-1698 0.28 0.212 153.3 379.6 19 30.2 0.201195
BL3131-1698 0.28 0.212 153.3 379.6 19 29.85 0.201195
BL3161-1672 0.32 0.276 168.2 392.6 24 26.84 0.237969
BL3161-1672 0.32 0.276 168.2 392.6 24 26.54 0.237969
BL3161-1672 0.32 0.276 168.2 392.6 24 29.77 0.237969
BL3161-1672 0.32 0.276 168.2 392.6 24 30.71 0.237969
BL3161-1672 0.32 0.276 168.2 392.6 24 30.71 0.237969
BL3175-1654 0.23 0.204 143 259.7 23 25.52 0.196242
BL3175-1654 0.23 0.204 143 259.7 23 21.94 0.196242
BL3175-1654 0.23 0.204 143 259.7 23 26.13 0.196242
BL3175-1654 0.23 0.204 143 259.7 23 26.13 0.196242
BL3181-1598 0.4 0.17 109 305 17 27.01 0.172913
BL3181-1598 0.4 0.17 109 305 17 22.35 0.172913
BL3181-1598 0.4 0.17 109 305 17 26.34 0.172913
BL3181-1598 0.4 0.17 109 305 17 22.35 0.172913
BL3181-1612 0.2 0.21 177 321 24 36.53 0.263845
BL3181-1612 0.2 0.21 177 321 24 30.39 0.263845
BL3181-1612 0.2 0.21 177 321 24 29.37 0.263845
BL3181-1612 0.2 0.21 177 321 24 35.68 0.263845
BL3181-1612 0.2 0.21 177 321 24 36.53 0.263845
BL3210-168 0.19 0.217 94.8 350.2 16 20.46 0.122983
BL3210-168 0.19 0.217 94.8 350.2 16 24.11 0.122983
BL3210-168 0.19 0.217 94.8 350.2 16 25.1 0.122983
BL3210-168 0.19 0.217 94.8 350.2 16 25.1 0.122983
BL3214-132 0.34 0.154 82.1 191.4 16 20.91 0.135875
BL3214-132 0.34 0.154 82.1 191.4 16 23.21 0.135875
BL3214-132 0.34 0.154 82.1 191.4 16 23.21 0.135875
BL3214-132 0.34 0.154 82.1 191.4 16 23.43 0.135875
BL3214-150 0.23 0.227 166.1 401.2 19 32.01 0.27376
BL3214-150 0.23 0.227 166.1 401.2 19 32.01 0.27376
BL3214-150 0.23 0.227 166.1 401.2 19 25.25 0.27376
BL3214-150 0.23 0.227 166.1 401.2 19 33.37 0.27376
BL3214-150 0.23 0.227 166.1 401.2 19 28.5 0.27376
BL3227-91 0.35 0.213 110.9 355.6 18 20.03 0.178753
BL3227-91 0.35 0.213 110.9 355.6 18 23.98 0.178753
BL3227-91 0.35 0.213 110.9 355.6 18 24.2 0.178753
BL3227-91 0.35 0.213 110.9 355.6 18 24.2 0.178753
BL3234-15 0.27 0.217 132.9 323.5 16 25.65 0.175024
BL3234-15 0.27 0.217 132.9 323.5 16 20.4 0.175024
BL3234-15 0.27 0.217 132.9 323.5 16 26.55 0.175024
BL3234-15 0.27 0.217 132.9 323.5 16 26.55 0.175024
BL3234-16 0.18 0.217 105.6 296.9 22 20.97 0.141224
BL3234-16 0.18 0.217 105.6 296.9 22 21.26 0.141224
BL3234-16 0.18 0.217 105.6 296.9 22 17.45 0.141224
BL3234-16 0.18 0.217 105.6 296.9 22 20.97 0.141224
BL3234-25 0.25 0.181 94.7 216.3 24 26.75 0.13135
BL3234-25 0.25 0.181 94.7 216.3 24 31.28 0.13135
BL3234-25 0.25 0.181 94.7 216.3 24 31.28 0.13135
BL3234-25 0.25 0.181 94.7 216.3 24 30.25 0.13135
BL3234-25 0.25 0.181 94.7 216.3 24 27.61 0.13135
BL3234-28 0.19 0.181 124.1 259.7 24 28.53 0.124755
BL3234-28 0.19 0.181 124.1 259.7 24 28.34 0.124755
BL3234-28 0.19 0.181 124.1 259.7 24 26.9 0.124755
BL3234-28 0.19 0.181 124.1 259.7 24 25.98 0.124755
BL3234-28 0.19 0.181 124.1 259.7 24 28.53 0.124755
BL3281-201 0.18 0.181 204.4 384.4 24 26.82 0.24301
BL3281-201 0.18 0.181 204.4 384.4 24 33.23 0.24301
BL3281-201 0.18 0.181 204.4 384.4 24 29.18 0.24301
BL3281-201 0.18 0.181 204.4 384.4 24 33.94 0.24301
BL3281-201 0.18 0.181 204.4 384.4 24 33.52 0.24301
BL3283-270 0.28 0.18 83.3 254.5 17 23.64 0.196155
BL3283-270 0.28 0.18 83.3 254.5 17 29.31 0.196155
BL3283-270 0.28 0.18 83.3 254.5 17 26.53 0.196155
BL3283-270 0.28 0.18 83.3 254.5 17 29.31 0.196155
BL3283-271 0.19 0.195 117.1 297.4 18 25.89 0.207654
BL3283-271 0.19 0.195 117.1 297.4 18 22.12 0.207654
BL3283-271 0.19 0.195 117.1 297.4 18 26.3 0.207654
BL3283-271 0.19 0.195 117.1 297.4 18 26.3 0.207654
BL3283-279 0.27 0.217 171.7 381.9 23 31.24 0.249119
BL3283-279 0.27 0.217 171.7 381.9 23 31.24 0.249119
BL3283-279 0.27 0.217 171.7 381.9 23 28.74 0.249119
BL3283-279 0.27 0.217 171.7 381.9 23 26.8 0.249119
BL3283-279 0.27 0.217 171.7 381.9 23 30.32 0.249119
BL3283-280 0.23 0.202 165.1 362.2 22 31.38 0.251415
BL3283-280 0.23 0.202 165.1 362.2 22 32.29 0.251415
BL3283-280 0.23 0.202 165.1 362.2 22 30.9 0.251415
BL3283-280 0.23 0.202 165.1 362.2 22 31.38 0.251415
BL3283-280 0.23 0.202 165.1 362.2 22 33.65 0.251415
BL3290-217 0.22 0.212 121 313.2 17 24.45 0.149869
BL3290-217 0.22 0.212 121 313.2 17 24.17 0.149869
BL3290-217 0.22 0.212 121 313.2 17 19.9 0.149869
BL3290-217 0.22 0.212 121 313.2 17 23.31 0.149869
BL3290-218 0.23 0.139 120.5 365.2 19 28.15 0.218793
BL3290-218 0.23 0.139 120.5 365.2 19 28.05 0.218793
BL3290-218 0.23 0.139 120.5 365.2 19 22.56 0.218793
BL3290-218 0.23 0.139 120.5 365.2 19 28.56 0.218793
BL3290-234 0.19 0.205 110.3 295.6 16 22.36 0.122656
BL3290-234 0.19 0.205 110.3 295.6 16 22.36 0.122656
BL3290-234 0.19 0.205 110.3 295.6 16 22.63 0.122656
BL3290-234 0.19 0.205 110.3 295.6 16 19.88 0.122656
BL3290-248 0.18 0.198 126.7 316.8 18 26 0.18774
BL3290-248 0.18 0.198 126.7 316.8 18 28.92 0.18774
BL3290-248 0.18 0.198 126.7 316.8 18 30.02 0.18774
BL3290-248 0.18 0.198 126.7 316.8 18 30.02 0.18774
BL3290-248 0.18 0.198 126.7 316.8 18 25.1 0.18774
BL3311-140 0.6 0.254 126.7 397 17 23.47 0.150736
BL3311-140 0.6 0.254 126.7 397 17 23.47 0.150736
BL3311-140 0.6 0.254 126.7 397 17 25.31 0.150736
BL3311-140 0.6 0.254 126.7 397 17 25.46 0.150736
BL3311-143 0.54 0.202 147.3 412.9 18 28.81 0.25359
BL3311-143 0.54 0.202 147.3 412.9 18 20.5 0.25359
BL3311-143 0.54 0.202 147.3 412.9 18 20.5 0.25359
BL3311-143 0.54 0.202 147.3 412.9 18 27.87 0.25359
BL3311-145 0.24 0.247 144.4 452.1 31 24.14 0.164719
BL3311-145 0.24 0.247 144.4 452.1 31 24.9 0.164719
BL3311-145 0.24 0.247 144.4 452.1 31 28.47 0.164719
BL3311-145 0.24 0.247 144.4 452.1 31 27.9 0.164719
BL3311-145 0.24 0.247 144.4 452.1 31 24.14 0.164719
BL3374-126 0.23 0.199 109.4 308.6 20 24.84 0.1835
BL3374-126 0.23 0.199 109.4 308.6 20 21.26 0.1835
BL3374-126 0.23 0.199 109.4 308.6 20 25.74 0.1835
BL3374-126 0.23 0.199 109.4 308.6 20 24.84 0.1835
BL3374-127 0.23 0.199 168 324.4 25 35.09 0.199316
BL3374-127 0.23 0.199 168 324.4 25 32.34 0.199316
BL3374-127 0.23 0.199 168 324.4 25 30.98 0.199316
BL3374-127 0.23 0.199 168 324.4 25 35.09 0.199316
BL3374-127 0.23 0.199 168 324.4 25 28.03 0.199316
BL3424-119 0.36 0.241 112.2 468.5 20 24.18 0.217991
BL3424-119 0.36 0.241 112.2 468.5 20 20.56 0.217991
BL3424-119 0.36 0.241 112.2 468.5 20 24.7 0.217991
BL3424-119 0.36 0.241 112.2 468.5 20 24.18 0.217991
BL3424-127 0.23 0.219 177 366.4 26 33.65 0.241132
BL3424-127 0.23 0.219 177 366.4 26 33.65 0.241132
BL3424-127 0.23 0.219 177 366.4 26 31.77 0.241132
BL3424-127 0.23 0.219 177 366.4 26 26.57 0.241132
BL3424-127 0.23 0.219 177 366.4 26 29 0.241132
BL3426-191 0.21 0.192 93.5 329.5 14 23.45 0.138843
BL3426-191 0.21 0.192 93.5 329.5 14 23.45 0.138843
BL3426-191 0.21 0.192 93.5 329.5 14 23.25 0.138843
BL3426-191 0.21 0.192 93.5 329.5 14 19.76 0.138843
BL3426-214 0.19 0.182 125.4 341.2 14 24.42 0.214574
BL3426-214 0.19 0.182 125.4 341.2 14 20.52 0.214574
BL3426-214 0.19 0.182 125.4 341.2 14 24.2 0.214574
BL3426-214 0.19 0.182 125.4 341.2 14 24.42 0.214574
BL3479-145 0.26 0.174 83.7 199.8 18 26.03 0.167027
BL3479-145 0.26 0.174 83.7 199.8 18 26.03 0.167027
BL3479-145 0.26 0.174 83.7 199.8 18 20.29 0.167027
BL3479-145 0.26 0.174 83.7 199.8 18 23.93 0.167027
BL3479-149 0.19 0.167 115 255 26 20.62 0.17435
BL3479-149 0.19 0.167 115 255 26 26.7 0.17435
BL3479-149 0.19 0.167 115 255 26 26.7 0.17435
BL3479-149 0.19 0.167 115 255 26 23.53 0.17435
BL3479-158 0.27 0.153 102.6 197.8 19 25.85 0.155937
BL3479-158 0.27 0.153 102.6 197.8 19 28.6 0.155937
BL3479-158 0.27 0.153 102.6 197.8 19 24.27 0.155937
BL3479-158 0.27 0.153 102.6 197.8 19 27.42 0.155937
BL3479-158 0.27 0.153 102.6 197.8 19 26.19 0.155937
BL3485-216 0.2 0.221 119.4 394.2 20 25.75 0.184097
BL3485-216 0.2 0.221 119.4 394.2 20 25.99 0.184097
BL3485-216 0.2 0.221 119.4 394.2 20 21.3 0.184097
BL3485-216 0.2 0.221 119.4 394.2 20 25.75 0.184097
BL3485-222 0.53 0.214 120.6 339.9 17 23.45 0.143497
BL3485-222 0.53 0.214 120.6 339.9 17 23.27 0.143497
BL3485-222 0.53 0.214 120.6 339.9 17 19.99 0.143497
BL3485-222 0.53 0.214 120.6 339.9 17 23.27 0.143497
BL3485-223 0.19 0.236 115.7 372.2 19 25.82 0.18509
BL3485-223 0.19 0.236 115.7 372.2 19 20.69 0.18509
BL3485-223 0.19 0.236 115.7 372.2 19 23.72 0.18509
BL3485-223 0.19 0.236 115.7 372.2 19 25.82 0.18509
BL3486-182 0.17 0.272 125.3 358.9 18 22.8 0.166145
BL3486-182 0.17 0.272 125.3 358.9 18 23.01 0.166145
BL3486-182 0.17 0.272 125.3 358.9 18 19.47 0.166145
BL3486-182 0.17 0.272 125.3 358.9 18 22.8 0.166145
BL3487-127 0.2 0.22 174.6 485.4 20 36.54 0.325377
BL3487-127 0.2 0.22 174.6 485.4 20 41.95 0.325377
BL3487-127 0.2 0.22 174.6 485.4 20 33.97 0.325377
BL3487-127 0.2 0.22 174.6 485.4 20 40.67 0.325377
BL3487-127 0.2 0.22 174.6 485.4 20 40.67 0.325377
BL3519-224 0.19 0.187 117.6 303.8 20 25.17 0.152635
BL3519-224 0.19 0.187 117.6 303.8 20 20.79 0.152635
BL3519-224 0.19 0.187 117.6 303.8 20 24.86 0.152635
BL3519-224 0.19 0.187 117.6 303.8 20 24.86 0.152635
BL3519-232 0.18 0.187 139.7 287.3 24 26.66 0.203846
BL3519-232 0.18 0.187 139.7 287.3 24 28.52 0.203846
BL3519-232 0.18 0.187 139.7 287.3 24 31.05 0.203846
BL3519-232 0.18 0.187 139.7 287.3 24 31.05 0.203846
BL3519-232 0.18 0.187 139.7 287.3 24 24.78 0.203846
BL3559-156 0.27 0.169 78.4 235.2 18 25.08 0.145999
BL3559-156 0.27 0.169 78.4 235.2 18 25.82 0.145999
BL3559-156 0.27 0.169 78.4 235.2 18 20.44 0.145999
BL3559-156 0.27 0.169 78.4 235.2 18 20.44 0.145999
BL3559-158 0.26 0.177 96.6 233 20 26.9 0.19328
BL3559-158 0.26 0.177 96.6 233 20 31.24 0.19328
BL3559-158 0.26 0.177 96.6 233 20 31.39 0.19328
BL3559-158 0.26 0.177 96.6 233 20 32.05 0.19328
BL3559-158 0.26 0.177 96.6 233 20 26.9 0.19328
BL3579-165 0.11 0.149 125.8 240.2 28 28.24 0.220171
BL3579-165 0.11 0.149 125.8 240.2 28 32.7 0.220171
BL3579-165 0.11 0.149 125.8 240.2 28 32.36 0.220171
BL3579-165 0.11 0.149 125.8 240.2 28 34.61 0.220171
BL3579-165 0.11 0.149 125.8 240.2 28 32.35 0.220171
BL3579-166 0.17 0.193 158.3 264.4 26 35.02 0.228948
BL3579-166 0.17 0.193 158.3 264.4 26 28.09 0.228948
BL3579-166 0.17 0.193 158.3 264.4 26 27.16 0.228948
BL3579-166 0.17 0.193 158.3 264.4 26 31.14 0.228948
BL3579-166 0.17 0.193 158.3 264.4 26 33.75 0.228948
BL3586-153 0.15 0.131 106.2 310.5 16 28.8 0.196726
BL3586-153 0.15 0.131 106.2 310.5 16 28.8 0.196726
BL3586-153 0.15 0.131 106.2 310.5 16 21.95 0.196726
BL3586-153 0.15 0.131 106.2 310.5 16 25.93 0.196726
BL3586-157 0.18 0.244 178.1 347.1 23 28.75 0.279417
BL3586-157 0.18 0.244 178.1 347.1 23 31.16 0.279417
BL3586-157 0.18 0.244 178.1 347.1 23 35.26 0.279417
BL3586-157 0.18 0.244 178.1 347.1 23 34.73 0.279417
BL3586-157 0.18 0.244 178.1 347.1 23 35.26 0.279417
BL3596-105 0.18 0.281 108.8 513 18 25.27 0.223729
BL3596-105 0.18 0.281 108.8 513 18 20.95 0.223729
BL3596-105 0.18 0.281 108.8 513 18 26.04 0.223729
BL3596-105 0.18 0.281 108.8 513 18 25.27 0.223729
BL3596-106 0.18 0.225 107.1 406.8 15 26.32 0.225216
BL3596-106 0.18 0.225 107.1 406.8 15 25.69 0.225216
BL3596-106 0.18 0.225 107.1 406.8 15 21.06 0.225216
BL3596-106 0.18 0.225 107.1 406.8 15 26.32 0.225216
BL3596-112 0.18 0.193 179.8 279.7 19 34.83 0.313708
BL3596-112 0.18 0.193 179.8 279.7 19 28.57 0.313708
BL3596-112 0.18 0.193 179.8 279.7 19 33.44 0.313708
BL3596-112 0.18 0.193 179.8 279.7 19 34.83 0.313708
BL3596-112 0.18 0.193 179.8 279.7 19 30.38 0.313708
BL3596-113 0.18 0.169 173.8 319.9 19 31.68 0.291886
BL3596-113 0.18 0.169 173.8 319.9 19 32.64 0.291886
BL3596-113 0.18 0.169 173.8 319.9 19 38.13 0.291886
BL3596-113 0.18 0.169 173.8 319.9 19 32.03 0.291886
BL3596-113 0.18 0.169 173.8 319.9 19 39.35 0.291886
BL3596-128 0.19 0.225 195.7 348.1 19 37.76 0.25853
BL3596-128 0.19 0.225 195.7 348.1 19 26.88 0.25853
BL3596-128 0.19 0.225 195.7 348.1 19 32.31 0.25853
BL3596-128 0.19 0.225 195.7 348.1 19 37.76 0.25853
BL3596-128 0.19 0.225 195.7 348.1 19 28.44 0.25853
BL3605-204 0.23 0.271 105.4 454.2 16 25.2 0.226733
BL3605-204 0.23 0.271 105.4 454.2 16 22.6 0.226733
BL3605-204 0.23 0.271 105.4 454.2 16 26.19 0.226733
BL3605-204 0.23 0.271 105.4 454.2 16 25.2 0.226733
BL3605-214 0.2 0.248 172 288.2 27 27.99 0.250099
BL3605-214 0.2 0.248 172 288.2 27 32.45 0.250099
BL3605-214 0.2 0.248 172 288.2 27 32.45 0.250099
BL3605-214 0.2 0.248 172 288.2 27 31.77 0.250099
BL3605-214 0.2 0.248 172 288.2 27 27.9 0.250099
BL3605-220 0.22 0.256 164.2 368.2 25 33.12 0.261775
BL3605-220 0.22 0.256 164.2 368.2 25 33.73 0.261775
BL3605-220 0.22 0.256 164.2 368.2 25 33.73 0.261775
BL3605-220 0.22 0.256 164.2 368.2 25 26.78 0.261775
BL3605-220 0.22 0.256 164.2 368.2 25 28.32 0.261775
BL3611-284 0.21 0.238 101.8 346.9 24 27.99 0.241013
BL3611-284 0.21 0.238 101.8 346.9 24 31.44 0.241013
BL3611-284 0.21 0.238 101.8 346.9 24 27.99 0.241013
BL3611-284 0.21 0.238 101.8 346.9 24 32 0.241013
