externalSampleId bilirubin creatinine cholesterol glucose urea weight fat_weight
BL3615-94 0.22 0.257 131 365.8 20 24.05 0.184865
BL3615-94 0.22 0.257 131 365.8 20 24.98 0.184865
BL3615-94 0.22 0.257 131 365.8 20 24.98 0.184865
BL3615-94 0.22 0.257 131 365.8 20 20.26 0.184865
BL3654-176 0.22 0.167 114.5 300.4 17 25.9 0.204581
BL3654-176 0.22 0.167 114.5 300.4 17 25.94 0.204581
BL3654-176 0.22 0.167 114.5 300.4 17 25.94 0.204581
BL3654-176 0.22 0.167 114.5 300.4 17 19.93 0.204581
BL3654-182 0.2 0.167 175.4 325.4 17 35.31 0.252695
BL3654-182 0.2 0.167 175.4 325.4 17 35.31 0.252695
BL3654-182 0.2 0.167 175.4 325.4 17 33.37 0.252695
BL3654-182 0.2 0.167 175.4 325.4 17 31.74 0.252695
BL3654-182 0.2 0.167 175.4 325.4 17 28.92 0.252695
BL3667-184 0.17 0.194 157.4 309.9 20 25.94 0.181975
BL3667-184 0.17 0.194 157.4 309.9 20 23.51 0.181975
BL3667-184 0.17 0.194 157.4 309.9 20 27.91 0.181975
BL3667-184 0.17 0.194 157.4 309.9 20 29.1 0.181975
BL3667-184 0.17 0.194 157.4 309.9 20 29.1 0.181975
BL3685-107 0.22 0.202 113.8 300.4 18 24.71 0.174191
BL3685-107 0.22 0.202 113.8 300.4 18 25.68 0.174191
BL3685-107 0.22 0.202 113.8 300.4 18 20.7 0.174191
BL3685-107 0.22 0.202 113.8 300.4 18 20.7 0.174191
BL3736-179 0.2 0.197 112.5 314.2 16 21.03 0.173917
BL3736-179 0.2 0.197 112.5 314.2 16 21.92 0.173917
BL3736-179 0.2 0.197 112.5 314.2 16 26.05 0.173917
BL3736-179 0.2 0.197 112.5 314.2 16 26.15 0.173917
BL3736-196 0.25 0.216 194.2 373.8 20 26.48 0.279306
BL3736-196 0.25 0.216 194.2 373.8 20 34.12 0.279306
BL3736-196 0.25 0.216 194.2 373.8 20 28.27 0.279306
BL3736-196 0.25 0.216 194.2 373.8 20 34.9 0.279306
BL3736-196 0.25 0.216 194.2 373.8 20 29.67 0.279306
BL3747-147 0.22 0.22 121 290.2 17 25.4 0.151107
BL3747-147 0.22 0.22 121 290.2 17 24.3 0.151107
BL3747-147 0.22 0.22 121 290.2 17 25.4 0.151107
BL3747-147 0.22 0.22 121 290.2 17 21.73 0.151107
BL3752-195 0.15 0.209 117.3 300.4 22 24.05 0.148669
BL3752-195 0.15 0.209 117.3 300.4 22 24.85 0.148669
BL3752-195 0.15 0.209 117.3 300.4 22 21.68 0.148669
BL3752-195 0.15 0.209 117.3 300.4 22 24.66 0.148669
BL3752-195 0.15 0.209 117.3 300.4 22 24.05 0.148669
BL3762-198 0.21 0.224 159.6 301.4 26 32.21 0.269039
BL3762-198 0.21 0.224 159.6 301.4 26 34.35 0.269039
BL3762-198 0.21 0.224 159.6 301.4 26 28.27 0.269039
BL3762-198 0.21 0.224 159.6 301.4 26 29.4 0.269039
BL3762-198 0.21 0.224 159.6 301.4 26 34.35 0.269039
BL3798-158 0.21 0.188 128.7 267.5 20 24.52 0.22426
BL3798-158 0.21 0.188 128.7 267.5 20 25.29 0.22426
BL3798-158 0.21 0.188 128.7 267.5 20 19.18 0.22426
BL3798-158 0.21 0.188 128.7 267.5 20 25.29 0.22426
BL3802-136 0.15 0.16 141.7 334.4 18 23.73 0.203564
BL3802-136 0.15 0.16 141.7 334.4 18 26.87 0.203564
BL3802-136 0.15 0.16 141.7 334.4 18 26.87 0.203564
BL3802-136 0.15 0.16 141.7 334.4 18 21.13 0.203564
BL3802-136 0.15 0.16 141.7 334.4 18 26.35 0.203564
BL3802-137 0.17 0.153 138.8 305.8 22 29.74 0.223873
BL3802-137 0.17 0.153 138.8 305.8 22 28.7 0.223873
BL3802-137 0.17 0.153 138.8 305.8 22 28.7 0.223873
BL3802-137 0.17 0.153 138.8 305.8 22 26.88 0.223873
BL3802-137 0.17 0.153 138.8 305.8 22 23.68 0.223873
BL3802-141 0.15 0.168 118.6 284.7 18 29.23 0.19089
BL3802-141 0.15 0.168 118.6 284.7 18 23.56 0.19089
BL3802-141 0.15 0.168 118.6 284.7 18 27.06 0.19089
BL3802-141 0.15 0.168 118.6 284.7 18 29.23 0.19089
BL3802-141 0.15 0.168 118.6 284.7 18 28.74 0.19089
BL3802-142 0.21 0.218 101.9 254 21 24.06 0.140618
BL3802-142 0.21 0.218 101.9 254 21 21.57 0.140618
BL3802-142 0.21 0.218 101.9 254 21 25.75 0.140618
BL3802-142 0.21 0.218 101.9 254 21 25.75 0.140618
BL3802-143 0.19 0.218 99.1 308 20 22.04 0.129888
BL3802-143 0.19 0.218 99.1 308 20 23.35 0.129888
BL3802-143 0.19 0.218 99.1 308 20 20.21 0.129888
BL3802-143 0.19 0.218 99.1 308 20 23.35 0.129888
BL3825-236 0.3 0.195 82 269.6 15 30.05 0.195205
BL3825-236 0.3 0.195 82 269.6 15 30.03 0.195205
BL3825-236 0.3 0.195 82 269.6 15 24.09 0.195205
BL3825-236 0.3 0.195 82 269.6 15 29.67 0.195205
BL3825-244 0.19 0.211 171.4 345.8 24 32.45 0.233595
BL3825-244 0.19 0.211 171.4 345.8 24 25.74 0.233595
BL3825-244 0.19 0.211 171.4 345.8 24 24.04 0.233595
BL3825-244 0.19 0.211 171.4 345.8 24 30.4 0.233595
BL3825-244 0.19 0.211 171.4 345.8 24 32.45 0.233595
BL3825-245 0.2 0.219 182.3 302.1 21 30.68 0.241646
BL3825-245 0.2 0.219 182.3 302.1 21 26.04 0.241646
BL3825-245 0.2 0.219 182.3 302.1 21 30.83 0.241646
BL3825-245 0.2 0.219 182.3 302.1 21 27.46 0.241646
BL3825-245 0.2 0.219 182.3 302.1 21 31.24 0.241646
BL3866-157 0.29 0.221 79.1 282.1 19 23.06 0.128595
BL3866-157 0.29 0.221 79.1 282.1 19 22.77 0.128595
BL3866-157 0.29 0.221 79.1 282.1 19 23.06 0.128595
BL3866-157 0.29 0.221 79.1 282.1 19 19.6 0.128595
BL3866-158 0.21 0.237 96.4 289.6 18 19.25 0.159108
BL3866-158 0.21 0.237 96.4 289.6 18 22.57 0.159108
BL3866-158 0.21 0.237 96.4 289.6 18 22.57 0.159108
BL3866-158 0.21 0.237 96.4 289.6 18 22.36 0.159108
BL3866-159 0.31 0.221 102.2 341.3 16 21.27 0.152126
BL3866-159 0.31 0.221 102.2 341.3 16 21.6 0.152126
BL3866-159 0.31 0.221 102.2 341.3 16 21.6 0.152126
BL3866-159 0.31 0.221 102.2 341.3 16 18.21 0.152126
BL3866-162 0.23 0.261 112.4 315.8 17 22.65 0.155622
BL3866-162 0.23 0.261 112.4 315.8 17 22.46 0.155622
BL3866-162 0.23 0.261 112.4 315.8 17 20.54 0.155622
BL3866-162 0.23 0.261 112.4 315.8 17 22.65 0.155622
BL3866-163 0.32 0.253 82.6 266.4 16 25.54 0.214582
BL3866-163 0.32 0.253 82.6 266.4 16 26.35 0.214582
BL3866-163 0.32 0.253 82.6 266.4 16 26.35 0.214582
BL3866-163 0.32 0.253 82.6 266.4 16 20.96 0.214582
BL3866-167 0.22 0.188 130.9 296.9 18 25.8 0.184002
BL3866-167 0.22 0.188 130.9 296.9 18 29.65 0.184002
BL3866-167 0.22 0.188 130.9 296.9 18 26.55 0.184002
BL3866-167 0.22 0.188 130.9 296.9 18 31.15 0.184002
BL3866-167 0.22 0.188 130.9 296.9 18 31.15 0.184002
BL3866-168 0.2 0.196 128.1 323.3 23 30.03 0.203901
BL3866-168 0.2 0.196 128.1 323.3 23 31.28 0.203901
BL3866-168 0.2 0.196 128.1 323.3 23 24.48 0.203901
BL3866-168 0.2 0.196 128.1 323.3 23 31.28 0.203901
BL3866-168 0.2 0.196 128.1 323.3 23 25.78 0.203901
BL3866-169 0.3 0.172 91.3 216.8 21 26.96 0.159858
BL3866-169 0.3 0.172 91.3 216.8 21 24.76 0.159858
BL3866-169 0.3 0.172 91.3 216.8 21 26.96 0.159858
BL3866-169 0.3 0.172 91.3 216.8 21 23.34 0.159858
BL3866-169 0.3 0.172 91.3 216.8 21 27.65 0.159858
BL3866-172 0.29 0.18 100.1 245.4 16 27.64 0.213603
BL3866-172 0.29 0.18 100.1 245.4 16 34.58 0.213603
BL3866-172 0.29 0.18 100.1 245.4 16 34.58 0.213603
BL3866-172 0.29 0.18 100.1 245.4 16 25.6 0.213603
BL3866-172 0.29 0.18 100.1 245.4 16 32.14 0.213603
BL3866-173 0.29 0.196 97.5 283.9 16 25.82 0.220176
BL3866-173 0.29 0.196 97.5 283.9 16 33.39 0.220176
BL3866-173 0.29 0.196 97.5 283.9 16 32.74 0.220176
BL3866-173 0.29 0.196 97.5 283.9 16 33.39 0.220176
BL3866-173 0.29 0.196 97.5 283.9 16 28.26 0.220176
BL3866-175 0.19 0.188 126.4 267.9 18 26.82 0.164013
BL3866-175 0.19 0.188 126.4 267.9 18 27.61 0.164013
BL3866-175 0.19 0.188 126.4 267.9 18 25.29 0.164013
BL3866-175 0.19 0.188 126.4 267.9 18 27.61 0.164013
BL3866-175 0.19 0.188 126.4 267.9 18 23.73 0.164013
BL3866-176 0.23 0.212 138.3 414.8 19 27.22 0.191203
BL3866-176 0.23 0.212 138.3 414.8 19 31.06 0.191203
BL3866-176 0.23 0.212 138.3 414.8 19 30.16 0.191203
BL3866-176 0.23 0.212 138.3 414.8 19 31.06 0.191203
BL3866-176 0.23 0.212 138.3 414.8 19 26.61 0.191203
BL3866-179 0.25 0.136 109.7 303.3 17 22.89 0.273691
BL3866-179 0.25 0.136 109.7 303.3 17 27.42 0.273691
BL3866-179 0.25 0.136 109.7 303.3 17 22.89 0.273691
BL3866-179 0.25 0.136 109.7 303.3 17 27.73 0.273691
BL3866-180 0.24 0.173 90.8 263.6 16 26.74 0.191919
BL3866-180 0.24 0.173 90.8 263.6 16 21.45 0.191919
BL3866-180 0.24 0.173 90.8 263.6 16 26.14 0.191919
BL3866-180 0.24 0.173 90.8 263.6 16 21.45 0.191919
BL3866-183 0.27 0.165 106.2 254.8 19 32.84 0.247117
BL3866-183 0.27 0.165 106.2 254.8 19 26.33 0.247117
BL3866-183 0.27 0.165 106.2 254.8 19 33.28 0.247117
BL3866-183 0.27 0.165 106.2 254.8 19 29.42 0.247117
BL3866-183 0.27 0.165 106.2 254.8 19 26.33 0.247117
BL3866-186 0.29 0.247 110.8 362.7 17 27.3 0.183256
BL3866-186 0.29 0.247 110.8 362.7 17 22.31 0.183256
BL3866-186 0.29 0.247 110.8 362.7 17 26.18 0.183256
BL3866-186 0.29 0.247 110.8 362.7 17 22.31 0.183256
BL3872-310 0.32 0.202 79.7 250.2 14 21.87 0.161056
BL3872-310 0.32 0.202 79.7 250.2 14 24.58 0.161056
BL3872-310 0.32 0.202 79.7 250.2 14 24.87 0.161056
BL3872-310 0.32 0.202 79.7 250.2 14 21.87 0.161056
BL3877-248 0.21 0.246 120.7 375.6 18 23.01 0.28447
BL3877-248 0.21 0.246 120.7 375.6 18 29.98 0.28447
BL3877-248 0.21 0.246 120.7 375.6 18 29.67 0.28447
BL3877-248 0.21 0.246 120.7 375.6 18 29.98 0.28447
BL3877-256 0.3 0.202 96.7 256.9 19 33.34 0.304033
BL3877-256 0.3 0.202 96.7 256.9 19 40.62 0.304033
BL3877-256 0.3 0.202 96.7 256.9 19 30.22 0.304033
BL3877-256 0.3 0.202 96.7 256.9 19 39.94 0.304033
BL3877-256 0.3 0.202 96.7 256.9 19 39.94 0.304033
BL3877-377 0.2 0.264 92.6 382.5 18 22.01 0.160926
BL3877-377 0.2 0.264 92.6 382.5 18 26.1 0.160926
BL3877-377 0.2 0.264 92.6 382.5 18 26.1 0.160926
BL3877-377 0.2 0.264 92.6 382.5 18 25.77 0.160926
BL3926-367 0.2 0.24 168 300.3 21 25.05 0.194391
BL3926-367 0.2 0.24 168 300.3 21 31.2 0.194391
BL3926-367 0.2 0.24 168 300.3 21 24.28 0.194391
BL3926-367 0.2 0.24 168 300.3 21 24.28 0.194391
BL3926-367 0.2 0.24 168 300.3 21 29.83 0.194391
BL3938-240 0.27 0.248 132.9 280.2 26 27.66 0.213503
BL3938-240 0.27 0.248 132.9 280.2 26 29.36 0.213503
BL3938-240 0.27 0.248 132.9 280.2 26 22.42 0.213503
BL3938-240 0.27 0.248 132.9 280.2 26 29.36 0.213503
BL4029-162 0.52 0.224 118.6 321.5 14 19.11 0.157418
BL4029-162 0.52 0.224 118.6 321.5 14 22.08 0.157418
BL4029-162 0.52 0.224 118.6 321.5 14 22.71 0.157418
BL4029-162 0.52 0.224 118.6 321.5 14 22.08 0.157418
BL4029-172 0.27 0.268 159.6 311 23 30.61 0.227213
BL4029-172 0.27 0.268 159.6 311 23 28.1 0.227213
BL4029-172 0.27 0.268 159.6 311 23 29.6 0.227213
BL4029-172 0.27 0.268 159.6 311 23 25.24 0.227213
BL4029-172 0.27 0.268 159.6 311 23 30.61 0.227213
BL4074-146 0.18 0.187 100.1 316.6 19 19.58 0.154368
BL4074-146 0.18 0.187 100.1 316.6 19 17.43 0.154368
BL4074-146 0.18 0.187 100.1 316.6 19 19.78 0.154368
BL4074-146 0.18 0.187 100.1 316.6 19 19.78 0.154368
BL4074-147 0.32 0.223 82.1 455.1 23 20.52 0.128593
BL4074-147 0.32 0.223 82.1 455.1 23 20.64 0.128593
BL4074-147 0.32 0.223 82.1 455.1 23 20.64 0.128593
BL4074-147 0.32 0.223 82.1 455.1 23 18.27 0.128593
BL4074-162 0.25 0.175 86.1 224.3 15 30.24 0.16715
BL4074-162 0.25 0.175 86.1 224.3 15 29.9 0.16715
BL4074-162 0.25 0.175 86.1 224.3 15 24.08 0.16715
BL4074-162 0.25 0.175 86.1 224.3 15 27.63 0.16715
BL4074-162 0.25 0.175 86.1 224.3 15 24.08 0.16715
BL4074-163 0.17 0.213 120.5 312 22 28.87 0.197488
BL4074-163 0.17 0.213 120.5 312 22 24.01 0.197488
BL4074-163 0.17 0.213 120.5 312 22 24.01 0.197488
BL4074-163 0.17 0.213 120.5 312 22 28.79 0.197488
BL4074-163 0.17 0.213 120.5 312 22 25.9 0.197488
BL4206-100 0.51 0.228 148.9 314.7 23 28.53 0.223151
BL4206-100 0.51 0.228 148.9 314.7 23 28.13 0.223151
BL4206-100 0.51 0.228 148.9 314.7 23 26.9 0.223151
BL4206-100 0.51 0.228 148.9 314.7 23 28.13 0.223151
BL4206-100 0.51 0.228 148.9 314.7 23 24.53 0.223151
BL4206-86 0.26 0.213 122.9 322.7 18 19.47 0.215684
BL4206-86 0.26 0.213 122.9 322.7 18 23.83 0.215684
BL4206-86 0.26 0.213 122.9 322.7 18 23.83 0.215684
BL4206-86 0.26 0.213 122.9 322.7 18 22.02 0.215684
BL4206-91 0.22 0.197 156.2 302.2 22 32.95 0.209791
BL4206-91 0.22 0.197 156.2 302.2 22 26.44 0.209791
BL4206-91 0.22 0.197 156.2 302.2 22 31.24 0.209791
BL4206-91 0.22 0.197 156.2 302.2 22 32.95 0.209791
BL4206-91 0.22 0.197 156.2 302.2 22 28.08 0.209791
BL4206-96 0.25 0.228 104 335.6 20 19.89 0.189833
BL4206-96 0.25 0.228 104 335.6 20 23 0.189833
BL4206-96 0.25 0.228 104 335.6 20 23 0.189833
BL4206-96 0.25 0.228 104 335.6 20 23.63 0.189833
BL4265-101 0.23 0.131 104 246.5 19 23.34 0.126061
BL4265-101 0.23 0.131 104 246.5 19 26.08 0.126061
BL4265-101 0.23 0.131 104 246.5 19 27.46 0.126061
BL4265-101 0.23 0.131 104 246.5 19 23.99 0.126061
BL4265-101 0.23 0.131 104 246.5 19 25.36 0.126061
BL4276-194 0.27 0.228 128.9 334.4 15 25.97 0.181055
BL4276-194 0.27 0.228 128.9 334.4 15 20.75 0.181055
BL4276-194 0.27 0.228 128.9 334.4 15 24.96 0.181055
BL4276-194 0.27 0.228 128.9 334.4 15 25.97 0.181055
BL4276-201 0.21 0.198 172.5 377.8 21 24.97 0.25117
BL4276-201 0.21 0.198 172.5 377.8 21 30.09 0.25117
BL4276-201 0.21 0.198 172.5 377.8 21 31.57 0.25117
BL4276-201 0.21 0.198 172.5 377.8 21 27.28 0.25117
BL4276-201 0.21 0.198 172.5 377.8 21 31.57 0.25117
BL4280-109 0.22 0.203 149.9 312 20 29.99 0.22675
BL4280-109 0.22 0.203 149.9 312 20 28.86 0.22675
BL4280-109 0.22 0.203 149.9 312 20 23.37 0.22675
BL4280-109 0.22 0.203 149.9 312 20 27.89 0.22675
BL4280-109 0.22 0.203 149.9 312 20 25.72 0.22675
BL4280-111 0.21 0.218 139.4 325.1 19 24.86 0.23767
BL4280-111 0.21 0.218 139.4 325.1 19 31.32 0.23767
BL4280-111 0.21 0.218 139.4 325.1 19 29.12 0.23767
BL4280-111 0.21 0.218 139.4 325.1 19 31.6 0.23767
BL4280-111 0.21 0.218 139.4 325.1 19 29.72 0.23767
BL4363-110 0.2 0.181 139.1 289.5 22 29.87 0.175929
BL4363-110 0.2 0.181 139.1 289.5 22 31.68 0.175929
BL4363-110 0.2 0.181 139.1 289.5 22 26.95 0.175929
BL4363-110 0.2 0.181 139.1 289.5 22 26.92 0.175929
BL4363-110 0.2 0.181 139.1 289.5 22 24.72 0.175929
BL4363-111 0.19 0.181 134 300.5 28 26.48 0.166858
BL4363-111 0.19 0.181 134 300.5 28 31.64 0.166858
BL4363-111 0.19 0.181 134 300.5 28 30.78 0.166858
BL4363-111 0.19 0.181 134 300.5 28 28.42 0.166858
BL4363-111 0.19 0.181 134 300.5 28 28.94 0.166858
BL4366-142 0.24 0.197 115.4 276.5 24 19.46 0.14121
BL4366-142 0.24 0.197 115.4 276.5 24 23.68 0.14121
BL4366-142 0.24 0.197 115.4 276.5 24 22.55 0.14121
BL4366-142 0.24 0.197 115.4 276.5 24 23.68 0.14121
BL4366-143 0.26 0.189 102.3 339.4 24 18.66 0.163916
BL4366-143 0.26 0.189 102.3 339.4 24 23.82 0.163916
BL4366-143 0.26 0.189 102.3 339.4 24 21.91 0.163916
BL4366-143 0.26 0.189 102.3 339.4 24 23.82 0.163916
BL4366-149 0.2 0.167 167.1 296.8 27 26.56 0.247002
BL4366-149 0.2 0.167 167.1 296.8 27 35.5 0.247002
BL4366-149 0.2 0.167 167.1 296.8 27 31.83 0.247002
BL4366-149 0.2 0.167 167.1 296.8 27 32.52 0.247002
BL4366-149 0.2 0.167 167.1 296.8 27 35.5 0.247002
BL4366-150 0.22 0.197 160.1 304 30 29.53 0.16277
BL4366-150 0.22 0.197 160.1 304 30 35.03 0.16277
BL4366-150 0.22 0.197 160.1 304 30 25.58 0.16277
BL4366-150 0.22 0.197 160.1 304 30 35.03 0.16277
BL4366-150 0.22 0.197 160.1 304 30 30.44 0.16277
BL4448-117 0.25 0.165 82.5 285 18 24.34 0.153908
BL4448-117 0.25 0.165 82.5 285 18 21.67 0.153908
BL4448-117 0.25 0.165 82.5 285 18 24.05 0.153908
BL4448-117 0.25 0.165 82.5 285 18 24.05 0.153908
BL4448-118 0.24 0.195 102.1 413.3 19 23.9 0.12944
BL4448-118 0.24 0.195 102.1 413.3 19 20.93 0.12944
BL4448-118 0.24 0.195 102.1 413.3 19 24.04 0.12944
BL4448-118 0.24 0.195 102.1 413.3 19 24.04 0.12944
BL4448-121 0.22 0.143 154.3 271.1 25 32.49 0.183556
BL4448-121 0.22 0.143 154.3 271.1 25 28.22 0.183556
BL4448-121 0.22 0.143 154.3 271.1 25 30.14 0.183556
BL4448-121 0.22 0.143 154.3 271.1 25 32.49 0.183556
BL4448-121 0.22 0.143 154.3 271.1 25 25.12 0.183556
BL4448-122 0.36 0.113 162.2 340.2 27 34.52 0.224384
BL4448-122 0.36 0.113 162.2 340.2 27 31.49 0.224384
BL4448-122 0.36 0.113 162.2 340.2 27 34.52 0.224384
BL4448-122 0.36 0.113 162.2 340.2 27 29.04 0.224384
BL4448-122 0.36 0.113 162.2 340.2 27 34.02 0.224384
BL4539-175 0.32 0.15 114.8 250.8 22 31.82 0.140204
BL4539-175 0.32 0.15 114.8 250.8 22 31.82 0.140204
BL4539-175 0.32 0.15 114.8 250.8 22 28.16 0.140204
BL4539-175 0.32 0.15 114.8 250.8 22 32.46 0.140204
BL4539-175 0.32 0.15 114.8 250.8 22 30.81 0.140204
BL4539-176 0.18 0.165 124.5 276.8 25 21.56 0.105901
BL4539-176 0.18 0.165 124.5 276.8 25 24.5 0.105901
BL4539-176 0.18 0.165 124.5 276.8 25 24.57 0.105901
BL4539-176 0.18 0.165 124.5 276.8 25 24.69 0.105901
BL4539-176 0.18 0.165 124.5 276.8 25 24.57 0.105901
BL4583-102 0.28 0.235 149.2 382.3 18 21.86 0.205588
BL4583-102 0.28 0.235 149.2 382.3 18 26.75 0.205588
BL4583-102 0.28 0.235 149.2 382.3 18 28.12 0.205588
BL4583-102 0.28 0.235 149.2 382.3 18 26.75 0.205588
BL4583-105 0.22 0.191 156.7 349.3 25 29.31 0.188699
BL4583-105 0.22 0.191 156.7 349.3 25 25.59 0.188699
BL4583-105 0.22 0.191 156.7 349.3 25 23.72 0.188699
BL4583-105 0.22 0.191 156.7 349.3 25 27.08 0.188699
BL4583-105 0.22 0.191 156.7 349.3 25 29.31 0.188699
BL794-953 0.4 0.2 130 453 20 22.72 0.249375
BL794-953 0.4 0.2 130 453 20 26.91 0.249375
BL794-953 0.4 0.2 130 453 20 25.9 0.249375
BL794-953 0.4 0.2 130 453 20 25.9 0.249375
BL794-961 0.2 0.14 171 350 26 37 0.234775
BL794-961 0.2 0.14 171 350 26 36.55 0.234775
BL794-961 0.2 0.14 171 350 26 29.42 0.234775
BL794-961 0.2 0.14 171 350 26 34.34 0.234775
BL794-961 0.2 0.14 171 350 26 27.81 0.234775
BL988-1105 0.2 0.2 149 388 24 31.05 0.156178
BL988-1105 0.2 0.2 149 388 24 25.13 0.156178
BL988-1105 0.2 0.2 149 388 24 26.42 0.156178
BL988-1105 0.2 0.2 149 388 24 29.29 0.156178
BL988-1105 0.2 0.2 149 388 24 31.05 0.156178
BL988-1116 0.2 0.11 109 270 22 27.84 0.155343
BL988-1116 0.2 0.11 109 270 22 26.81 0.155343
BL988-1116 0.2 0.11 109 270 22 29.16 0.155343
BL988-1116 0.2 0.11 109 270 22 26.81 0.155343
BL988-1116 0.2 0.11 109 270 22 29.48 0.155343
ET3612-19 0.3 0.14 92 297 17 27.06 0.210877
ET3612-19 0.3 0.14 92 297 17 22.48 0.210877
ET3612-19 0.3 0.14 92 297 17 27.07 0.210877
ET3612-19 0.3 0.14 92 297 17 27.63 0.210877
ET3612-24 0.3 0.2 163 399 22 30.23 0.24165
ET3612-24 0.3 0.2 163 399 22 33.18 0.24165
ET3612-24 0.3 0.2 163 399 22 26.49 0.24165
ET3612-24 0.3 0.2 163 399 22 32.49 0.24165
ET3612-24 0.3 0.2 163 399 22 34.08 0.24165
ET4709-950 0.3 0.12 52 201 12 20.89 0.13565
ET4709-950 0.3 0.12 52 201 12 25.22 0.13565
ET4709-950 0.3 0.12 52 201 12 20.89 0.13565
ET4709-950 0.3 0.12 52 201 12 23.34 0.13565
ET5017-1064 0.17 0.18 97.7 296 23 27.25 0.185728
ET5017-1064 0.17 0.18 97.7 296 23 27.25 0.185728
ET5017-1064 0.17 0.18 97.7 296 23 26.74 0.185728
ET5017-1064 0.17 0.18 97.7 296 23 21.56 0.185728
ET5017-1073 0.23 0.311 185.3 545.4 27 36.46 0.26418
ET5017-1073 0.23 0.311 185.3 545.4 27 35.71 0.26418
ET5017-1073 0.23 0.311 185.3 545.4 27 31.65 0.26418
ET5017-1073 0.23 0.311 185.3 545.4 27 30.21 0.26418
ET5017-1073 0.23 0.311 185.3 545.4 27 36.46 0.26418
ET5017-1096 0.24 0.183 103 328.9 16 23.75 0.132732
ET5017-1096 0.24 0.183 103 328.9 16 23.99 0.132732
ET5017-1096 0.24 0.183 103 328.9 16 21.23 0.132732
ET5017-1096 0.24 0.183 103 328.9 16 23.75 0.132732
ET5625-1277 0.18 0.14 112.7 321.1 14 26.91 0.169177
ET5625-1277 0.18 0.14 112.7 321.1 14 28.12 0.169177
ET5625-1277 0.18 0.14 112.7 321.1 14 28.12 0.169177
ET5625-1277 0.18 0.14 112.7 321.1 14 22.23 0.169177
ET5625-1278 0.19 0.212 133 295.3 23 31.24 0.253344
ET5625-1278 0.19 0.212 133 295.3 23 32.5 0.253344
ET5625-1278 0.19 0.212 133 295.3 23 22.36 0.253344
ET5625-1278 0.19 0.212 133 295.3 23 32.5 0.253344
ET5625-1283 0.21 0.227 140.2 397.1 18 32.33 0.215333
ET5625-1283 0.21 0.227 140.2 397.1 18 28.37 0.215333
ET5625-1283 0.21 0.227 140.2 397.1 18 32.51 0.215333
ET5625-1283 0.21 0.227 140.2 397.1 18 32.33 0.215333
ET5625-1283 0.21 0.227 140.2 397.1 18 25.56 0.215333
ET5625-1286 0.65 0.169 96.8 269.5 20 27.12 0.150721
ET5625-1286 0.65 0.169 96.8 269.5 20 26.05 0.150721
ET5625-1286 0.65 0.169 96.8 269.5 20 22.82 0.150721
ET5625-1286 0.65 0.169 96.8 269.5 20 26.05 0.150721
ET5625-1286 0.65 0.169 96.8 269.5 20 24.72 0.150721
ET5625-1289 0.16 0.212 143.6 375 24 27.37 0.218025
ET5625-1289 0.16 0.212 143.6 375 24 29.89 0.218025
ET5625-1289 0.16 0.212 143.6 375 24 32.36 0.218025
ET5625-1289 0.16 0.212 143.6 375 24 33.42 0.218025
ET5625-1289 0.16 0.212 143.6 375 24 33.42 0.218025
ET6689-1796 0.47 0.184 107.8 400.8 17 21.7 0.18877
ET6689-1796 0.47 0.184 107.8 400.8 17 25.22 0.18877
ET6689-1796 0.47 0.184 107.8 400.8 17 25.22 0.18877
ET6689-1796 0.47 0.184 107.8 400.8 17 25.58 0.18877
ET6690-1611 0.17 0.249 180.5 469.9 22 39.1 0.286013
ET6690-1611 0.17 0.249 180.5 469.9 22 32.7 0.286013
ET6690-1611 0.17 0.249 180.5 469.9 22 39.78 0.286013
ET6690-1611 0.17 0.249 180.5 469.9 22 33.43 0.286013
ET6690-1611 0.17 0.249 180.5 469.9 22 37.35 0.286013
ET6691-1483 0.3 0.22 101 339 19 21.36 0.148426
ET6691-1483 0.3 0.22 101 339 19 21.36 0.148426
ET6691-1483 0.3 0.22 101 339 19 18.26 0.148426
ET6691-1483 0.3 0.22 101 339 19 20.79 0.148426
ET6713-1456 0.4 0.23 114 351 26 22.78 0.152698
ET6713-1456 0.4 0.23 114 351 26 24.75 0.152698
ET6713-1456 0.4 0.23 114 351 26 24.75 0.152698
ET6713-1456 0.4 0.23 114 351 26 26.46 0.152698
ET6713-1492 0.2 0.224 126 259.7 22 22.34 0.266068
ET6713-1492 0.2 0.224 126 259.7 22 22.34 0.266068
ET6713-1492 0.2 0.224 126 259.7 22 29.26 0.266068
ET6713-1492 0.2 0.224 126 259.7 22 29.58 0.266068
ET6713-1497 0.19 0.224 150.2 282.4 23 29.04 0.233941
ET6713-1497 0.19 0.224 150.2 282.4 23 24.09 0.233941
ET6713-1497 0.19 0.224 150.2 282.4 23 28.47 0.233941
ET6713-1497 0.19 0.224 150.2 282.4 23 24.09 0.233941
ET6713-1497 0.19 0.224 150.2 282.4 23 26.41 0.233941
ET6880-1691 0.23 0.161 118.8 298.6 14 25.03 0.209282
ET6880-1691 0.23 0.161 118.8 298.6 14 26.24 0.209282
ET6880-1691 0.23 0.161 118.8 298.6 14 21.52 0.209282
ET6880-1691 0.23 0.161 118.8 298.6 14 21.52 0.209282
ET6880-1692 0.23 0.161 117.6 343.6 16 21.06 0.214132
ET6880-1692 0.23 0.161 117.6 343.6 16 26.08 0.214132
